01,79210043221,79210043897,20230116170236,20230116172914
01,79210043221,79210043257,20230124113556,20230124115007
01,79210043221,79210044742,20230113055958,20230113063711
02,79210043221,79210043797,20230112153011,20230112154327
01,79210043221,79210043621,20230128200335,20230128204631
02,79210043221,79210044590,20230105025624,20230105031548
02,79210043221,79210044446,20230108171244,20230108175400
01,79210043221,79210043285,20230128111044,20230128114123
01,79210043221,79210043222,20230111030012,20230111031135
01,79210043221,79210045622,20230128160803,20230128163712
01,79210043221,79210043797,20230115165454,20230115170813
02,79210043221,79210045430,20230107233910,20230108000646
01,79210043221,79210044446,20230117075151,20230117080644
02,79210043221,79210043950,20230123072337,20230123080944
01,79210043221,79210045246,20230124070427,20230124071700
02,79210043221,79210043270,20230112152528,20230112162236
01,79210043221,79210044985,20230114052832,20230114053523
02,79210043221,79210043417,20230103211833,20230103212351
02,79210043221,79210043582,20230121083315,20230121084723
02,79210043221,79210044665,20230105084558,20230105085625
01,79210043221,79210043950,20230101162321,20230101162813
02,79210043221,79210043230,20230102052335,20230102053737
02,79210043221,79210043510,20230104093103,20230104102256
01,79210043221,79210043237,20230124052109,20230124052921
01,79210043221,79210043230,20230129191732,20230129191953
01,79210043221,79210044446,20230102125904,20230102135238
02,79210043221,79210043510,20230116133743,20230116142242
01,79210043221,79210045070,20230130015433,20230130022517
01,79210043221,79210043222,20230109080942,20230109084828
02,79210043221,79210044182,20230129194743,20230129195918
02,79210043221,79210043390,20230127113832,20230127114936
02,79210043221,79210043545,20230101212005,20230101215920
02,79210043221,79210045525,20230126232338,20230126235624
02,79210043221,79210043477,20230122043956,20230122045856
01,79210043221,79210043365,20230117124733,20230117125057
01,79210043221,79210043846,20230125215216,20230125223210
01,79210043221,79210043477,20230109061858,20230109071206
01,79210043221,79210043510,20230122203822,20230122213533
01,79210043221,79210043285,20230109095049,20230109104944
01,79210043222,79210045337,20230124211132,20230124220914
02,79210043222,79210043230,20230124010236,20230124013147
02,79210043222,79210045622,20230107021712,20230107023718
01,79210043222,79210044005,20230115041034,20230115045105
01,79210043222,79210043285,20230103224313,20230103224720
01,79210043222,79210043662,20230110182649,20230110183711
02,79210043222,79210043246,20230128050818,20230128053014
02,79210043222,79210043246,20230102053238,20230102060018
